"","region","2013_avg_week_wage","Description","2007_avg_week_wage_inflation_adj","percent_change"
"88","48195",875,"Hansford County, Texas",707.534510048444,0.236688794077466
"89","8061",651,"Kiowa County, Colorado",526.720135258286,0.23595047240936
"90","48111",756,"Dallam County, Texas",612.073504724447,0.235145769527057
"91","48079",689,"Cochran County, Texas",558.166113482661,0.234399551239334
"92","48307",774,"McCulloch County, Texas",627.796493836635,0.232883597787996
"93","38045",705,"LaMoure County, North Dakota",572.766031943978,0.230869082105336
"94","48475",1019,"Ward County, Texas",828.826140342462,0.229449640160915
"95","40057",639,"Harmon County, Oklahoma",519.981711353062,0.228889374469029
"96","48461",1037,"Upton County, Texas",845.672200105521,0.22624345446215
"97","38055",969,"McLean County, North Dakota",795.134020816346,0.21866248284176
"98","22023",1062,"Cameron Parish, Louisiana",871.502825075543,0.218584690081692
"99","48219",886,"Hockley County, Texas",727.749781764113,0.217451412836261
"100","37093",686,"Hoke County, North Carolina",563.781466737014,0.216783524244506
"101","40099",672,"Murray County, Oklahoma",552.550760228308,0.216177857980571
"102","30017",693,"Custer County, Montana",570.519890642237,0.214681576167111
"103","32009",959,"Esmeralda County, Nevada",789.518667561993,0.214664123093326
"104","40029",637,"Coal County, Oklahoma",524.473993956545,0.214550210954366
"105","32015",1212,"Lander County, Nevada",998.409808623915,0.213930381624026
"106","55105",954,"Rock County, Wisconsin",786.149455609382,0.213509712679899
"107","40093",755,"Major County, Oklahoma",622.181140582282,0.213472975560488
"108","48421",684,"Sherman County, Texas",563.781466737014,0.213236050412889
"109","48123",730,"DeWitt County, Texas",601.965868866612,0.212693339864022
"110","17077",806,"Jackson County, Illinois",664.857825315363,0.212289258410532
"111","48065",1503,"Carson County, Texas",1240.99306921195,0.211126828415267
"112","38099",652,"Walsh County, North Dakota",539.073912417862,0.209481640607761
"113","48371",809,"Pecos County, Texas",669.350107918845,0.20863504827893
"114","30095",1122,"Stillwater County, Montana",928.779428269941,0.208037092391221
"115","46049",590,"Faulk County, South Dakota",488.535733128687,0.207690574078408
"116","48221",792,"Hood County, Texas",655.873260108398,0.207550373175914
"117","30025",994,"Fallon County, Montana",823.21078708811,0.207467170730369
"118","30021",725,"Dawson County, Montana",601.965868866612,0.20438722109783
"119","36069",925,"Ontario County, New York",768.180325195453,0.204144352128059
"120","38059",793,"Morton County, North Dakota",659.24247206101,0.202895798750374
"121","20179",647,"Sheridan County, Kansas",537.950841766991,0.202712124912414
"122","46137",724,"Ziebach County, South Dakota",603.088939517483,0.200486284127935
"123","54017",755,"Doddridge County, West Virginia",628.919564487505,0.200471479393768
"124","48013",794,"Atascosa County, Texas",661.488613362751,0.200323004750773
"125","21055",602,"Crittenden County, Kentucky",502.012580939134,0.199173134015518
"126","18153",711,"Sullivan County, Indiana",592.981303659648,0.199025998985106
"127","30079",667,"Prairie County, Montana",557.04304283179,0.197394004975327
"128","48217",671,"Hill County, Texas",560.412254784402,0.197332846081573
"129","20107",855,"Linn County, Kansas",714.272933953667,0.19702141766366
"130","31175",590,"Valley County, Nebraska",493.028015732169,0.196686559736008
"131","1045",981,"Dale County, Alabama",819.841575135498,0.196572642510679
"132","48395",782,"Robertson County, Texas",653.627118806657,0.196400788002365
"133","38063",569,"Nelson County, North Dakota",476.181955969111,0.194921380088811
"134","42115",703,"Susquehanna County, Pennsylvania",588.489021056166,0.194584732843988
"135","38049",712,"McHenry County, North Dakota",596.35051561226,0.193928706960211
"136","38073",661,"Ransom County, North Dakota",553.673830879179,0.193843673179204
"137","40053",799,"Grant County, Oklahoma",669.350107918845,0.19369518365249
"138","20089",553,"Jewell County, Kansas",463.828178809535,0.19225184079875
"139","54091",690,"Taylor County, West Virginia",579.504455849201,0.190672466855978
"140","48337",710,"Montague County, Texas",596.35051561226,0.190574974637289
"141","35017",732,"Grant County, New Mexico",616.565787327929,0.187221242314367
"142","48271",811,"Kinney County, Texas",683.950026380162,0.185759147188364
"143","48267",615,"Kimble County, Texas",518.858640702192,0.185293935102818
"144","46119",560,"Sully County, South Dakota",472.8127440165,0.184401239363502
"145","48317",806,"Martin County, Texas",680.58081442755,0.184282575872995
"146","20105",525,"Lincoln County, Kansas",443.612907093865,0.183464213066537
"147","56017",681,"Hot Springs County, Wyoming",576.13524389659,0.182014131602462
"148","38103",544,"Wells County, North Dakota",460.458966856924,0.181429919181126
"149","48287",808,"Lee County, Texas",683.950026380162,0.181372861810355
"150","17009",850,"Brown County, Illinois",719.88828720802,0.180738755031839
"151","27155",545,"Traverse County, Minnesota",461.582037507794,0.180721855951332
"152","22081",716,"Red River Parish, Louisiana",606.458151470094,0.180625568745954
"153","48433",639,"Stonewall County, Texas",541.320053719603,0.180447677135188
"154","54043",774,"Lincoln County, West Virginia",655.873260108398,0.180106046512825
"155","31133",542,"Pawnee County, Nebraska",459.335896206053,0.179964388754988
"156","38003",681,"Barnes County, North Dakota",578.381385198331,0.177423785460316
"157","21191",755,"Pendleton County, Kentucky",641.273341647081,0.177345058599843
"158","31023",614,"Butler County, Nebraska",522.227852654804,0.175732004485518
"159","48055",673,"Caldwell County, Texas",572.766031943978,0.174999847172896
"160","20195",620,"Trego County, Kansas",527.843205909156,0.174591229098257
"161","48261",1026,"Kenedy County, Texas",873.748966377284,0.174250316145123
"162","48285",638,"Lavaca County, Texas",543.566195021344,0.173730091833522
"163","40075",634,"Kiowa County, Oklahoma",540.196983068732,0.173645947443828
"164","48253",714,"Jones County, Texas",608.704292771836,0.172983349186981
"165","38047",536,"Logan County, North Dakota",457.089754904312,0.172636214767507
"166","27011",604,"Big Stone County, Minnesota",515.48942874958,0.171702010388689
"167","40039",754,"Custer County, Oklahoma",643.519482948822,0.171681697257896
"168","48383",1104,"Reagan County, Texas",942.256276080387,0.171655767146956
"169","46115",599,"Spink County, South Dakota",512.120216796969,0.169647243661687
"170","20189",796,"Stevens County, Kansas",680.58081442755,0.169589243666134
"171","38069",633,"Pierce County, North Dakota",541.320053719603,0.169363661387439
"172","20033",474,"Comanche County, Kansas",405.428504964267,0.16913338405196
"173","48495",1105,"Winkler County, Texas",946.74855868387,0.167152555833964
"174","51181",1323,"Surry County, Virginia",1135.42442803012,0.165203044200228
"175","48357",912,"Ochiltree County, Texas",782.78024365677,0.165077947981387
"176","40007",760,"Beaver County, Oklahoma",652.504048155787,0.164743731702563
"177","2220",858,"Sitka Borough, Alaska",736.734346971078,0.164598886325145
"178","30055",647,"McCone County, Montana",555.91997218092,0.163836581480902
"179","13259",626,"Stewart County, Georgia",537.950841766991,0.163675100765335
"180","31011",571,"Boone County, Nebraska",490.781874430428,0.16344964993393
"181","46111",537,"Sanborn County, South Dakota",461.582037507794,0.163390158983239
"182","48175",712,"Goliad County, Texas",612.073504724447,0.163258978708022
"183","20153",568,"Rawlins County, Kansas",488.535733128687,0.162658044197518
"184","45039",914,"Fairfield County, South Carolina",786.149455609382,0.162628802294998
"185","20135",740,"Ness County, Kansas",636.781059043599,0.16209486681565
"186","22031",894,"De Soto Parish, Louisiana",769.303395846323,0.162090281710632
"187","40047",783,"Garfield County, Oklahoma",673.842390522327,0.161992790915187
"188","46105",535,"Perkins County, South Dakota",460.458966856924,0.161884203606438
"189","8109",565,"Saguache County, Colorado",486.289591826946,0.161859125706035
"190","40119",711,"Payne County, Oklahoma",612.073504724447,0.161625188007589
"191","22095",1065,"St. John the Baptist Parish, Louisiana",917.548721761235,0.160701306363036
"192","38019",681,"Cavalier County, North Dakota",587.365950405295,0.15941347899056
"193","53039",764,"Klickitat County, Washington",659.24247206101,0.158905914558999
"194","46063",704,"Harding County, South Dakota",607.581222120965,0.158692820595168
"195","35015",965,"Eddy County, New Mexico",833.318422945945,0.158020719845045
"196","42015",805,"Bradford County, Pennsylvania",695.180732888868,0.157972253711307
"197","40111",684,"Okmulgee County, Oklahoma",591.858233008777,0.155682158078312
"198","30009",610,"Carbon County, Montana",527.843205909156,0.155646209274091
"199","26119",619,"Montmorency County, Michigan",535.70470046525,0.155487341183322
"200","30045",602,"Judith Basin County, Montana",521.104782003933,0.155237911433053
"201","13037",515,"Calhoun County, Georgia",445.859048395606,0.1550735638386
"202","20157",502,"Republic County, Kansas",434.628341886901,0.155009813259326
"203","16029",905,"Caribou County, Idaho",783.903314307641,0.154479109198963
"204","31125",574,"Nance County, Nebraska",497.520298335652,0.153721771594435
"205","31117",500,"McPherson County, Nebraska",433.50527123603,0.153388512611108
"206","48505",948,"Zapata County, Texas",822.087716437239,0.153161616510266
"207","40073",809,"Kingfisher County, Oklahoma",701.919156794091,0.152554382038787
"208","21149",678,"McLean County, Kentucky",588.489021056166,0.152103056711556
"209","22003",687,"Allen Parish, Louisiana",596.35051561226,0.152007052923687
"210","48211",947,"Hemphill County, Texas",822.087716437239,0.151945201302977
"211","19185",617,"Wayne County, Iowa",535.70470046525,0.151753941050258
"212","27081",595,"Lincoln County, Minnesota",516.612499400451,0.151733650832144
"213","42117",714,"Tioga County, Pennsylvania",619.934999280541,0.151733650832144
"214","27113",807,"Pennington County, Minnesota",700.79608614322,0.151547527100594
"215","17189",808,"Washington County, Illinois",701.919156794091,0.15112971654801
"216","38031",716,"Foster County, North Dakota",622.181140582282,0.150790265564648
"217","20083",589,"Hodgeman County, Kansas",512.120216796969,0.150120578492043
"218","22009",567,"Avoyelles Parish, Louisiana",493.028015732169,0.15003606672935
"219","38095",616,"Towner County, North Dakota",535.70470046525,0.149887240983726
"220","48239",737,"Jackson County, Texas",641.273341647081,0.14927590488488
"221","30101",738,"Toole County, Montana",642.396412297952,0.148823352484269
"222","38071",650,"Ramsey County, North Dakota",566.027608038755,0.148353880214789
"223","19105",675,"Jones County, Iowa",588.489021056166,0.147005255575664
"224","48153",622,"Floyd County, Texas",542.443124370473,0.146663994906112
"225","47089",837,"Jefferson County, Tennessee",729.995923065854,0.146581745942837
"226","46123",596,"Tripp County, South Dakota",519.981711353062,0.1461941583467
"227","32013",982,"Humboldt County, Nevada",856.902906614226,0.145987477017734
"228","51017",678,"Bath County, Virginia",591.858233008777,0.145544595288151
"229","48353",705,"Nolan County, Texas",615.442716677059,0.145516846484893
"230","21007",1029,"Ballard County, Kentucky",898.456520696436,0.145297492195141
"231","19129",720,"Mills County, Iowa",628.919564487505,0.144820483660282
"232","56003",752,"Big Horn County, Wyoming",656.996330759269,0.144603043872313
"233","48169",725,"Garza County, Texas",633.411847090988,0.144594947709995
"234","46113",722,"Shannon County, South Dakota",631.165705789246,0.143915129382971
"235","48137",650,"Edwards County, Texas",568.273749340496,0.143814932071648
"236","16079",754,"Shoshone County, Idaho",659.24247206101,0.143736988975766
"237","54045",839,"Logan County, West Virginia",734.488205669337,0.14229199805247
"238","20061",726,"Geary County, Kansas",635.657988392729,0.14212361561868
"239","30105",628,"Valley County, Montana",550.304618926567,0.141186132918504
"240","46031",624,"Corson County, South Dakota",546.935406973956,0.14090254908239
"241","54051",993,"Marshall County, West Virginia",870.379754424673,0.140881316404677
"242","16067",629,"Minidoka County, Idaho",551.427689577438,0.140675399311207
"243","56031",872,"Platte County, Wyoming",764.811113242841,0.140150796583841
"244","48115",717,"Dawson County, Texas",628.919564487505,0.140050398311698
"245","48205",669,"Hartley County, Texas",587.365950405295,0.138983285528171
"246","48493",605,"Wilson County, Texas",531.212417861768,0.138904098731806
"247","8121",629,"Washington County, Colorado",552.550760228308,0.138356953377647
"248","27167",666,"Wilkin County, Minnesota",585.119809103554,0.138228427132488
"249","40123",680,"Pontotoc County, Oklahoma",597.47358626313,0.13812562703069
"250","47095",538,"Lake County, Tennessee",472.8127440165,0.137871190674221
"251","17087",814,"Johnson County, Illinois",715.396004604537,0.1378313476184
"252","38029",603,"Emmons County, North Dakota",530.089347210897,0.137544082281086
"253","54109",930,"Wyoming County, West Virginia",817.595433833757,0.137481890816306
"254","48047",729,"Brooks County, Texas",641.273341647081,0.136800725456007
"255","38037",591,"Grant County, North Dakota",519.981711353062,0.136578435541778
"256","48071",1058,"Chambers County, Texas",931.025569571682,0.13638124942877
"257","38015",827,"Burleigh County, North Dakota",727.749781764113,0.136379591891182
"258","48279",652,"Lamb County, Texas",573.889102594849,0.136107999005334
"259","1085",837,"Lowndes County, Alabama",736.734346971078,0.136094717778725
"260","38057",1198,"Mercer County, North Dakota",1054.56334116744,0.136015214291223
"261","8057",574,"Jackson County, Colorado",505.381792891745,0.135774988480744
"262","48227",824,"Howard County, Texas",725.503640462372,0.13576273645554
"263","31073",551,"Gosper County, Nebraska",485.166521176076,0.135692542561139
"264","20027",565,"Clay County, Kansas",497.520298335652,0.135632057405673
"265","48063",649,"Camp County, Texas",571.642961293108,0.135324046555045
"266","35028",1528,"Los Alamos County, New Mexico",1346.56171039378,0.134741904664107
"267","16007",525,"Bear Lake County, Idaho",462.705108158665,0.134631951847772
"268","6081",1628,"San Mateo County, California",1435.28429181256,0.134270060145416
"269","39019",675,"Carroll County, Ohio",595.227444961389,0.134020290418204
"270","39131",876,"Pike County, Ohio",772.672607798935,0.133727261919388
"271","38097",685,"Traill County, North Dakota",604.212010168353,0.133708017172874
"272","8079",564,"Mineral County, Colorado",497.520298335652,0.133622089162477
"273","26127",606,"Oceana County, Michigan",534.58162981438,0.133596753428319
"274","39013",667,"Belmont County, Ohio",588.489021056166,0.133411119213286
"275","38021",630,"Dickey County, North Dakota",555.91997218092,0.133256640390987
"276","38027",565,"Eddy County, North Dakota",498.643368986522,0.133074327546651
"277","31039",626,"Cuming County, Nebraska",552.550760228308,0.132927587940234
"278","46061",556,"Hanson County, South Dakota",490.781874430428,0.132886174016227
"279","19151",656,"Pocahontas County, Iowa",579.504455849201,0.132001649648582
"280","27063",648,"Jackson County, Minnesota",572.766031943978,0.131352007381926
"281","4023",843,"Santa Cruz County, Arizona",745.718912178042,0.130452756706715
"282","31077",537,"Greeley County, Nebraska",475.058885318241,0.130386182841871
"283","38051",556,"McIntosh County, North Dakota",491.904945081299,0.130299675902034
"284","40153",882,"Woodward County, Oklahoma",780.534102355029,0.129995470202811
"285","51051",771,"Dickenson County, Virginia",682.826955729292,0.129129413434675
"286","20019",516,"Chautauqua County, Kansas",457.089754904312,0.128881132126929
"287","48199",739,"Hardin County, Texas",654.750189457528,0.128674740227681
"288","31177",953,"Washington County, Nebraska",844.54912945465,0.128412743276853
"289","30023",607,"Deer Lodge County, Montana",537.950841766991,0.128355888441786
"290","20167",622,"Russell County, Kansas",551.427689577438,0.127981078492163
"291","30019",670,"Daniels County, Montana",594.104374310518,0.127747966470642
"292","30107",542,"Wheatland County, Montana",480.674238572593,0.127582792057921
"293","46107",547,"Potter County, South Dakota",485.166521176076,0.127447950600623
"294","48407",630,"San Jacinto County, Texas",559.289184133532,0.126429793159716
"295","48045",535,"Briscoe County, Texas",475.058885318241,0.126176178436501
"296","20141",516,"Osborne County, Kansas",458.212825555182,0.12611426660701
"297","48455",583,"Trinity County, Texas",517.735570051321,0.126057458138735
"298","38093",694,"Stutsman County, North Dakota",616.565787327929,0.125589538478375
"299","31135",656,"Perkins County, Nebraska",582.873667801813,0.125458287511885
"300","28099",637,"Neshoba County, Mississippi",566.027608038755,0.125386802610494
"301","22057",1011,"Lafourche Parish, Louisiana",898.456520696436,0.125263133731086
"302","31113",523,"Logan County, Nebraska",464.951249460406,0.12484911183046
"303","46129",528,"Walworth County, South Dakota",469.443532063888,0.124735913771505
"304","48051",807,"Burleson County, Texas",717.642145906278,0.124515895009031
"305","48293",649,"Limestone County, Texas",577.25831454746,0.124280038320074
"306","40113",698,"Osage County, Oklahoma",621.058069931412,0.123888463565228
"307","48177",660,"Gonzales County, Texas",587.365950405295,0.12366064043138
"308","22085",627,"Sabine Parish, Louisiana",558.166113482661,0.12332150744131
"309","38005",705,"Benson County, North Dakota",627.796493836635,0.122975370078214
"310","27109",1053,"Olmsted County, Minnesota",937.763993476905,0.122883803733858
"311","22037",749,"East Feliciana Parish, Louisiana",667.103966617104,0.122763523350329
"312","40031",716,"Comanche County, Oklahoma",637.90412969447,0.122425716765519
"313","48165",804,"Gaines County, Texas",716.519075255408,0.122091550337873
"314","19009",596,"Audubon County, Iowa",531.212417861768,0.121961723709349
"315","21023",659,"Bracken County, Kentucky",587.365950405295,0.121958124309514
"316","31127",927,"Nemaha County, Nebraska",826.579999040721,0.121488544455249
"317","21041",913,"Carroll County, Kentucky",814.226221881145,0.121309994034156
"318","27101",583,"Murray County, Minnesota",519.981711353062,0.121193279053903
"319","46079",637,"Lake County, South Dakota",568.273749340496,0.120938633430215
"320","21091",1187,"Hancock County, Kentucky",1059.05562377092,0.120809873775573
"321","26021",877,"Berrien County, Michigan",782.78024365677,0.120365526732102
"322","27135",746,"Roseau County, Minnesota",665.980895966233,0.120152251391043
"323","5065",581,"Izard County, Arkansas",518.858640702192,0.119765489910141
"324","35025",968,"Lea County, New Mexico",864.76440117032,0.119380028467832
"325","17153",749,"Pulaski County, Illinois",669.350107918845,0.118995860520295
"326","42113",598,"Sullivan County, Pennsylvania",534.58162981438,0.118631779785701
"327","42035",716,"Clinton County, Pennsylvania",640.150270996211,0.118487380917219
"328","27143",639,"Sibley County, Minnesota",571.642961293108,0.11783060978224
"329","48459",644,"Upshur County, Texas",576.13524389659,0.117793099488965
"330","31059",590,"Fillmore County, Nebraska",527.843205909156,0.11775616962576
"331","31171",531,"Thomas County, Nebraska",475.058885318241,0.11775616962576
"332","46025",531,"Clark County, South Dakota",475.058885318241,0.11775616962576
"333","31045",551,"Dawes County, Nebraska",493.028015732169,0.117583549855153
"334","21057",602,"Cumberland County, Kentucky",539.073912417862,0.116729981051951
"335","20077",647,"Harper County, Kansas",579.504455849201,0.11647113921133
"336","16003",578,"Adams County, Idaho",517.735570051321,0.116400018532056
"337","16033",709,"Clark County, Idaho",635.657988392729,0.115379674206121
"338","31041",605,"Custer County, Nebraska",542.443124370473,0.115324303727006
"339","31169",671,"Thayer County, Nebraska",601.965868866612,0.114681138422957
"340","41055",751,"Sherman County, Oregon",673.842390522327,0.114503941222612
"341","31099",592,"Kearney County, Nebraska",531.212417861768,0.114431779254924
"342","48335",712,"Mitchell County, Texas",639.02720034534,0.114193573630706
"343","19037",653,"Chickasaw County, Iowa",586.242879754425,0.113872803493221
"344","19117",683,"Lucas County, Iowa",613.196575375318,0.113835313874605
"345","54023",858,"Grant County, West Virginia",770.426466497194,0.113668905873608
"346","48381",699,"Randall County, Texas",627.796493836635,0.113418132886059
"347","48429",719,"Stephens County, Texas",645.765624250564,0.113407052031343
"348","29103",475,"Knox County, Missouri",426.766847330807,0.113019914669719
"349","30011",525,"Carter County, Montana",471.689673365629,0.113019914669719
"350","48231",840,"Hunt County, Texas",754.703477385006,0.113019914669719
"351","19197",716,"Wright County, Iowa",643.519482948822,0.112631426043307
"352","51071",711,"Giles County, Virginia",639.02720034534,0.112628695016056
"353","51031",747,"Campbell County, Virginia",671.596249220586,0.112275419743519
"354","31029",597,"Chase County, Nebraska",536.827771116121,0.112088517251585
"355","46051",673,"Grant County, South Dakota",605.335080819224,0.111780931462294
"356","20047",623,"Edwards County, Kansas",560.412254784402,0.111681614171118
"357","40033",613,"Cotton County, Oklahoma",551.427689577438,0.111659808867679
"358","48023",583,"Baylor County, Texas",524.473993956545,0.111589910496696
"359","31163",483,"Sherman County, Nebraska",434.628341886901,0.111294302398913
"360","48135",1017,"Ector County, Texas",915.302580459494,0.11110797861998
"361","46059",539,"Hand County, South Dakota",485.166521176076,0.11095876667959
"362","4012",630,"La Paz County, Arizona",567.150678689625,0.11081591483869
"363","32021",827,"Mineral County, Nevada",744.595841527172,0.110669646373282
"364","48151",682,"Fisher County, Texas",614.319646026188,0.110171234814988
"365","22109",955,"Terrebonne Parish, Louisiana",860.272118566838,0.11011385745126
"366","22041",561,"Franklin Parish, Louisiana",505.381792891745,0.110051861563933
"367","40147",875,"Washington County, Oklahoma",788.395596911123,0.109848917761828
"368","51045",612,"Craig County, Virginia",551.427689577438,0.109846334464958
"369","19023",623,"Butler County, Iowa",561.535325435273,0.109458250942776
"370","16077",699,"Power County, Idaho",630.042635138376,0.109448727777731
"371","42125",892,"Washington County, Pennsylvania",804.11858602331,0.109289121659653
"372","27119",654,"Polk County, Minnesota",589.612091707036,0.109203846390851
"373","31089",578,"Holt County, Nebraska",521.104782003933,0.109181914963961
"374","1041",666,"Crenshaw County, Alabama",600.842798215742,0.108443010347713
"375","48105",647,"Crockett County, Texas",583.996738452684,0.107882899678936
"376","48389",698,"Reeves County, Texas",630.042635138376,0.107861533603514
"377","22035",571,"East Carroll Parish, Louisiana",515.48942874958,0.107685178695267
"378","5095",542,"Monroe County, Arkansas",489.658803779558,0.106893199543097
"379","31137",675,"Phelps County, Nebraska",609.827363422706,0.106870633373201
"380","48305",624,"Lynn County, Texas",563.781466737014,0.10681183546439
"381","36073",768,"Orleans County, New York",694.057662237997,0.106536303516303
"382","48107",610,"Crosby County, Texas",551.427689577438,0.106219385659517
"383","30033",446,"Garfield County, Montana",403.182363662526,0.10619917981659
"384","48225",785,"Houston County, Texas",709.780651350185,0.105975484830037
"385","47091",703,"Johnson County, Tennessee",635.657988392729,0.105940636060512
"386","19077",662,"Guthrie County, Iowa",598.596656914001,0.105919975251563
"387","5029",683,"Conway County, Arkansas",617.6888579788,0.105734693410063
"388","39121",714,"Noble County, Ohio",645.765624250564,0.105664304798858
"389","20095",639,"Kingman County, Kansas",578.381385198331,0.104807340542059
"390","17135",681,"Montgomery County, Illinois",616.565787327929,0.104505008218694
"391","48291",743,"Liberty County, Texas",672.719319871457,0.104472516326679
